"address","categories/0","categories/1","categories/2","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Meal type","reviewContext/Noise level","reviewContext/Parking space","reviewContext/Price per person","reviewContext/Recommendation for vegetarians","reviewContext/Reservation","reviewContext/Service","reviewContext/Wait time","reviewDetailedRating/Atmosphere","reviewDetailedRating/Food","reviewDetailedRating/Service","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Marina Vieira",,,"false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","3 years ago","2021-05-21T23:28:00.281Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURLdjRqeU9nEAE",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURLdjRqeU9nEAE!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIDKv4jyOg%7CCgwIgIShhQYQkNmLhgE%7C?hl=en","106338116945940728954","2","https://lh3.googleusercontent.com/a-/ALV-UjVvQuejkkKcAwtOE7Bda1btCtjEbHEnQBrYmUQAjuoRNtsvdNEL=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/106338116945940728954?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false",,,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Vanessa",,,"false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","4 years ago","2021-04-23T19:22:01.127Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNLcjlUVk53EAE",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNLcjlUVk53EAE!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgICKr9TVNw%7CCgsI2byMhAYQuKLsPA%7C?hl=en","112203203825519913593","1","https://lh3.googleusercontent.com/a/ACg8ocIgfMz8o2sIWkKsEUir3tdHg2KBAPY_5D9iGxh6YVh_TAURrXAq=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/112203203825519913593?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false",,,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Patricia Santos",,"en","false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","4 years ago","2021-03-27T15:02:27.685Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNLMk5lZDJBRRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNLMk5lZDJBRRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgICK2Ned2AE%7CCgwIg5L9ggYQ6K6GxwI%7C?hl=en","100548369538157495841","8","https://lh3.googleusercontent.com/a/ACg8ocIHJKUE_Cm_auEtWUjMzlQSif5zZSC5Fi4b31qdjLIm4SxBTg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/100548369538157495841?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","3",,"Ground Floor, 27 Streatham High Rd","false","Good food but bad misleading service. Decided to collect myself as I was near by and because was told my order would be ready in 15 minutes, however when arrived was told the food was nearly ready, 15 minutes later enquired again and was told the same thing (shocking!) Ended up wanting another 10 minutes to finally get it.",,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Camila Lima",,"pt","false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","4 years ago","2021-01-31T15:36:09.176Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUN5bnJYYnFBRRAB","https://lh3.googleusercontent.com/geougc-cs/AB3l90DEnyVkhf53mnSlPWxsXMHhdD0JgIPWZ16zBL7h0UMXzugdHpFs7TaOBivf58ESkyXMLNz1dHL_dHg1hCOW_izJ1UuVyWb-cvKDVpH0LPBwM-t5A-COVykFHYNlnYV7rWzRFV0OIw","https://lh3.googleusercontent.com/geougc-cs/AB3l90BvPEcLhFFInHp0G_ulabT_Y9IYIVW8WrQ1sDu-CLajIjXov_4CA1L6RqxR9nOHYUOrEPs4Yjb2jxcn-I8exJ1TxElVzIXrrrdJosCasc-1ze3riHcWx11PaRES6xesSXYqO2bJ",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN5bnJYYnFBRRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgICynrXbqAE%7CCgsI6ZzbgAYQ6K2bVA%7C?hl=en","111783208316445153789","3","https://lh3.googleusercontent.com/a-/ALV-UjW04fQg_TnAeJQI7rAO90MRAf5oelPtVAQ6zOd7ASmWArKDex-MwQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/111783208316445153789?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","1",,"Ground Floor, 27 Streatham High Rd","false","A cada 10 pedidos que faço, tenho problemas com 8... Ontem a noite fiz o meu pedido incluindo um ""toscana 'top king' jumbo"" que peço sempre, bom como o próprio nome diz, deveria vir com a linguiça Toscana da Top King, ao invés disso chegou um lanche com calabresa fatiada em rodelas.... Oi?!!! Se vcs não tem Algum ingrediente tire do menu o sanduíche, ou no mínimo informe seus clientes de alguma substituição, paguei quase 14 libras  por uma ""Top King"" e chegou calabresa.... por favor ne!!!!  Tenham mais respeito por seus clientes, isso não é a primeira vez que acontece!","For every 10 orders I make, I have problems with 8... Last night I placed my order including a ""Top King Jumbo Tuscan"" which I always order, well as the name says, it should have come with Top King's Tuscan sausage, instead it arrived as a sandwich with sliced ​​pepperoni... Hi?!!! If you don't have any ingredient, take the sandwich off the menu, or at least inform your customers of a substitution, I paid almost 14 pounds for a ""Top King"" and it arrived with pepperoni.... please!!!! Have more respect for your customers, this isn't the first time this has happened!","Marinatto","4.6","en","https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Naz R",,"en","false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","4 years ago","2021-01-18T16:28:59.912Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUN5bU5uQkZ3EAE",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN5bU5uQkZ3EAE!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgICymNnBFw%7CCgwIy-6WgAYQoMePswM%7C?hl=en","118141754230173730648","14","https://lh3.googleusercontent.com/a/ACg8ocJp90P3PS_PIbVngu34xQUnjL2lpwJr98ufaWOGHrFTijH7SA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/118141754230173730648?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false","Just ordered from Uber eats. Came much quicker thank expected. Packaging is great. All the food arrived HOT! Tasty food. Best thing I’ve ordered online in a while. Good portions. I had the fejioda meal. Pastels. Coxhina . Chicken hearts. The little sauces and salads are delicious. and omg the fresh juices are amazing. Honestly I’d order just the juice if I fancied it.  Can’t wait to try some of the things on the menu . There is is sooo much choice.",,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Hudson Luiz Ribas",,,"false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","4 years ago","2021-01-01T19:24:35.277Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNTeU5EZTRnRRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNTeU5EZTRnRRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgICSyNDe4gE%7CCgwI8-29_wUQgOqbhAE%7C?hl=en","116536355861763683697","1","https://lh3.googleusercontent.com/a-/ALV-UjUrnGgQsxesnheNrgaaTxRmXbFs1dMc1MCGOekgZW8vJQWsm6gf=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/116536355861763683697?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false",,,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","true","en","0","51.436157","-0.127615","Anderson Regis",,,"false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","4 years ago","2020-12-31T11:44:36.482Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURTNlptalFBEAE",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURTNlptalFBEAE!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIDS6ZmjQA%7CCgwIpPO2_wUQkP-C5gE%7C?hl=en","102034927099133454110","30","https://lh3.googleusercontent.com/a-/ALV-UjUcfI_wO4tYiT3qiTvxLTNMDd0zDbVpfZhTNFUt0b5VnkPeV8rw=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/102034927099133454110?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false",,,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","true","en","0","51.436157","-0.127615","Rafael Rodrigues",,"en","false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","4 years ago","2020-12-29T13:52:58.587Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURTa2NYREtBEAE",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURTa2NYREtBEAE!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIDSkcXDKA%7CCgwIuums_wUQ6OGFmAI%7C?hl=en","105173111668865655915","17","https://lh3.googleusercontent.com/a-/ALV-UjVWv3dnNLfD9skpBUHabbBihpkv7HMaEOspvwrL4_T1G-iDhZ45Eg=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/105173111668865655915?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false","Very good",,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Irina Grinoka",,,"false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","4 years ago","2020-12-26T10:30:36.081Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURTcm9xWVpBEAE",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURTcm9xWVpBEAE!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIDSroqYZA%7CCgsIzKGc_wUQiOP0Jg%7C?hl=en","107266729406874409194","5","https://lh3.googleusercontent.com/a-/ALV-UjWOAXo8BOHNjt1FR492SrNs7LniRIV2FQxxmeyu5vR2nV-mpZ__Cw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/107266729406874409194?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false",,,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","true","en","0","51.436157","-0.127615","Bruna Matos",,"pt","false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","4 years ago","2020-12-15T23:37:43.689Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNTMHNiZjZRRRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNTMHNiZjZRRRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgICS0sbf6QE%7CCgwIx5Hl_gUQ-IX-yAI%7C?hl=en","110898574041944067071","63","https://lh3.googleusercontent.com/a-/ALV-UjX-c5vXCRZmgBHaVDGSSDkvdmQcuqIJOxujvcqUFscGh6nI92Ih=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/110898574041944067071?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false","Pedi na Deliveroo uma porção de picanha, calabresa e mandioca e gostei.","I ordered a portion of picanha, calabresa and cassava from Deliveroo and I liked it.","Marinatto","4.6","en","https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Gustavo Telles",,,"false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","4 years ago","2020-12-10T20:53:26.446Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURpbjdxYzlBRRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURpbjdxYzlBRRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIDin7qc9AE%7CCgwIxpXK_gUQiNHk1AE%7C?hl=en","116001600343400595149","0","https://lh3.googleusercontent.com/a/ACg8ocKJ5Afn1hz7hqeg3TA6-m5iyd_l4rfbtMm2igaKdaIDEd8GpA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/116001600343400595149?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false",,,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","DaHoodi",,"en","false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","4 years ago","2020-12-01T11:30:48.062Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURpc3R5dzVnRRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURpc3R5dzVnRRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIDistyw5gE%7CCgsI6NKY_gUQiOHmHQ%7C?hl=en","101565009249369324033","6","https://lh3.googleusercontent.com/a-/ALV-UjU1TGysLFXizujnh4H9mzyzKPKKoMdPc5AOryZ-B1J7zS0xLqnNtQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/101565009249369324033?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","2",,"Ground Floor, 27 Streatham High Rd","false","Well, its a place with good potential but extremely bad managed. Consistency is definitely not their flag. Its easier to go there and eat in than order a delivery or take away, sometimes when they are  busy the food will either come cold or uncooked and then if you complain they say they will send another food but then they want you to pay 80% of the food when clearly you should get it for free. There were a couple times where we waited for over 2 hours for our food delivery to arrive. Definitely better to go and eat in coz then you can complain at the time if there is something wrong with the food, don't get me wrong the food is really nice and tasty if they get it right but that's not always the case. I keep giving them a chance in hope they have improved but their business mind is quite outdated",,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","true","en","0","51.436157","-0.127615","Jonathan Marques",,,"false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","4 years ago","2020-10-27T16:19:28.407Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNpc3M3Q2J3EAE",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNpc3M3Q2J3EAE!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgICiss7Cbw%7CCgwIkJHh_AUQuPa1wgE%7C?hl=en","104710356944254252062","22","https://lh3.googleusercontent.com/a-/ALV-UjUo5-TE08inNPJ5ak5hTSdPWaXgklCYU32IKCOrq0DL9xV8i5eD=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/104710356944254252062?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false",,,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
